Drug1,Drug1_ID,Drug2,Drug2_ID,Interaction
quinidine,DB00908,ergot alkaloids,N/A,0
quinidine,DB00908,ergotamine,DB00696,0
quinidine,DB00908,dihydroergotamine,DB00320,0
quinidine,DB00908,sprycel,N/A,1
sirolimus,DB00877,tacrolimus,DB00864,0
sirolimus,DB00877,ergot alkaloids,N/A,0
sirolimus,DB00877,ergotamine,DB00696,0
sirolimus,DB00877,dihydroergotamine,DB00320,0
sirolimus,DB00877,sprycel,N/A,1
tacrolimus,DB00864,ergot alkaloids,N/A,0
tacrolimus,DB00864,ergotamine,DB00696,0
tacrolimus,DB00864,dihydroergotamine,DB00320,0
tacrolimus,DB00864,sprycel,N/A,1
ergot alkaloids,N/A,ergotamine,DB00696,0
ergot alkaloids,N/A,dihydroergotamine,DB00320,0
ergot alkaloids,N/A,sprycel,N/A,1
ergotamine,DB00696,sprycel,N/A,1
dihydroergotamine,DB00320,sprycel,N/A,1
interferon beta-1a,DB00060,avonex,N/A,0
interferon beta-1a,DB00060,tysabri,N/A,1
avonex,N/A,tysabri,N/A,0
tysabri,N/A,avonex,N/A,0
tysabri,N/A,tysabri,N/A,0
avonex,N/A,avonex,N/A,0
tysabri,N/A,interferon beta-1a,DB00060,0
tysabri,N/A,glatiramer acetate,N/A,0
tysabri,N/A,beta-interferon,N/A,0
interferon beta-1a,DB00060,glatiramer acetate,N/A,0
interferon beta-1a,DB00060,beta-interferon,N/A,0
avonex,N/A,glatiramer acetate,N/A,0
avonex,N/A,beta-interferon,N/A,0
glatiramer acetate,N/A,beta-interferon,N/A,0
glatiramer acetate,N/A,glatiramer acetate,N/A,0
beta-interferon,N/A,glatiramer acetate,N/A,0
itraconazole,DB01167,hydroxyitraconazole,N/A,0
terfenadine,DB00342,itraconazole,DB01167,1
itraconazole,DB01167,terfenadine,DB00342,0
azole antifungal,N/A,ketoconazole,DB01026,0
azole antifungal,N/A,astemizole,DB00637,0
azole antifungal,N/A,desmethylastermizole,N/A,0
ketoconazole,DB01026,desmethylastermizole,N/A,0
astemizole,DB00637,desmethylastermizole,N/A,0
itraconazole,DB01167,astemizole,DB00637,0
itraconazole,DB01167,itraconazole,DB01167,0
astemizole,DB00637,itraconazole,DB01167,1
itraconazole,DB01167,cisapride,DB00604,0
itraconazole,DB01167,cisapride,DB00604,1
itraconazole,DB01167,midazolam,DB00683,1
itraconazole,DB01167,triazolam,DB00897,1
itraconazole,DB01167,cyclosporine,DB00091,1
itraconazole,DB01167,tacrolimus,DB00864,1
itraconazole,DB01167,digoxin,DB00390,1
tacrolimus,DB00864,digoxin,DB00390,0
cyclosporine,DB00091,tacrolimus,DB00864,0
cyclosporine,DB00091,digoxin,DB00390,0
cyclosporine,DB00091,itraconazole,DB01167,1
tacrolimus,DB00864,itraconazole,DB01167,1
digoxin,DB00390,itraconazole,DB01167,1
hmg-coa reductase inhibitors,N/A,immunosuppressive drugs,N/A,1
hmg-coa reductase inhibitors,N/A,cyclosporine,DB00091,1
immunosuppressive drugs,N/A,cyclosporine,DB00091,0
itraconazole,DB01167,phenytoin,DB00252,0
itraconazole,DB01167,rifampin,N/A,1
itraconazole,DB01167,itraconazole,DB01167,0
phenytoin,DB00252,itraconazole,DB01167,0
rifampin,N/A,itraconazole,DB01167,0
itraconazole,DB01167,itraconazole,DB01167,0
phenytoin,DB00252,itraconazole,DB01167,1
itraconazole,DB01167,coumarin,DB04665,1
azole antifungal agents,N/A,isoniazid,DB00951,1
itraconazole,DB01167,itraconazole,DB01167,0
itraconazole,DB01167,isoniazid,DB00951,1
azole antifungal agents,N/A,hypoglycemic agents,N/A,1
itraconazole,DB01167,hypoglycemic agents,N/A,1
itraconazole,DB01167,quinidine,DB00908,1
itraconazole,DB01167,dihydropyridine calcium channel blockers,N/A,1
zidovudine,DB00495,zidovudine,DB00495,0
zidovudine,DB00495,itraconazole,DB01167,0
antibiotics,N/A,clarithromycin,DB01211,0
antibiotics,N/A,troleandomycin,DB13179,0
antibiotics,N/A,cisapride,DB00604,0
clarithromycin,DB01211,cisapride,DB00604,0
troleandomycin,DB13179,cisapride,DB00604,0
anticholinergics,N/A,anticholinergic compounds,N/A,0
anticholinergics,N/A,belladonna alkaloids,N/A,0
anticholinergics,N/A,dicyclomine,DB00804,0
anticholinergics,N/A,cisapride,DB00604,0
anticholinergic compounds,N/A,belladonna alkaloids,N/A,0
anticholinergic compounds,N/A,dicyclomine,DB00804,0
anticholinergic compounds,N/A,cisapride,DB00604,1
belladonna alkaloids,N/A,dicyclomine,DB00804,0
belladonna alkaloids,N/A,cisapride,DB00604,1
dicyclomine,DB00804,cisapride,DB00604,1
cisapride,DB00604,anticoagulant,N/A,1
antidepressants,N/A,nefazodone,DB01149,0
antidepressants,N/A,cisapride,DB00604,0
nefazodone,DB01149,cisapride,DB00604,0
antifungals,N/A,fluconazole,DB00196,0
antifungals,N/A,itraconazole,DB01167,0
antifungals,N/A,ketoconazole,DB01026,0
antifungals,N/A,cisapride,DB00604,0
fluconazole,DB00196,itraconazole,DB01167,0
fluconazole,DB00196,cisapride,DB00604,0
h2 receptor antagonists,N/A,cimetidine,DB00501,0
h2 receptor antagonists,N/A,cisapride,DB00604,0
h2 receptor antagonists,N/A,ranitidine,DB00863,0
cimetidine,DB00501,cisapride,DB00604,0
cisapride,DB00604,ranitidine,DB00863,0
cimetidine,DB00501,cisapride,DB00604,1
ranitidine,DB00863,cisapride,DB00604,1
protease inhibitors,N/A,indinavir,DB00224,0
protease inhibitors,N/A,ritonavir,DB00503,0
protease inhibitors,N/A,cisapride,DB00604,0
indinavir,DB00224,cisapride,DB00604,0
ritonavir,DB00503,cisapride,DB00604,0
cisapride,DB00604,antiarrhythmics,N/A,1
cisapride,DB00604,quinidine,DB00908,1
cisapride,DB00604,procainamide,DB01035,1
cisapride,DB00604,sotalol,DB00489,1
antiarrhythmics,N/A,procainamide,DB01035,0
antiarrhythmics,N/A,sotalol,DB00489,0
quinidine,DB00908,sotalol,DB00489,0
procainamide,DB01035,sotalol,DB00489,0
tetracyclic antidepressants,N/A,maprotiline,DB00934,0
antipsychotic medications,N/A,sertindole,DB06144,0
astemizole,DB00637,bepridil,DB01244,0
astemizole,DB00637,sparfloxacin,DB01208,0
astemizole,DB00637,terodiline,DB13725,0
bepridil,DB01244,sparfloxacin,DB01208,0
bepridil,DB01244,terodiline,DB13725,0
sparfloxacin,DB01208,terodiline,DB13725,0
chlorotrianisene,DB00269,antidepressants,N/A,1
chlorotrianisene,DB00269,aspirin,N/A,1
chlorotrianisene,DB00269,barbiturates,N/A,1
chlorotrianisene,DB00269,bromocriptine,DB01200,1
chlorotrianisene,DB00269,calcium,DB01373,1
chlorotrianisene,DB00269,corticosteroids,N/A,1
chlorotrianisene,DB00269,corticotropin,DB01285,1
chlorotrianisene,DB00269,cyclosporine,DB00091,1
chlorotrianisene,DB00269,dantrolene,DB01219,1
chlorotrianisene,DB00269,nicotine,DB00184,1
chlorotrianisene,DB00269,somatropin,N/A,1
chlorotrianisene,DB00269,tamoxifen,DB00675,1
chlorotrianisene,DB00269,warfarin,DB00682,1
antidepressants,N/A,aspirin,N/A,0
antidepressants,N/A,barbiturates,N/A,0
antidepressants,N/A,bromocriptine,DB01200,0
antidepressants,N/A,calcium,DB01373,0
antidepressants,N/A,corticosteroids,N/A,0
antidepressants,N/A,corticotropin,DB01285,0
antidepressants,N/A,cyclosporine,DB00091,0
antidepressants,N/A,dantrolene,DB01219,0
antidepressants,N/A,nicotine,DB00184,0
antidepressants,N/A,somatropin,N/A,0
antidepressants,N/A,tamoxifen,DB00675,0
antidepressants,N/A,warfarin,DB00682,0
aspirin,N/A,barbiturates,N/A,0
aspirin,N/A,bromocriptine,DB01200,0
aspirin,N/A,calcium,DB01373,0
aspirin,N/A,corticotropin,DB01285,0
aspirin,N/A,cyclosporine,DB00091,0
aspirin,N/A,dantrolene,DB01219,0
aspirin,N/A,nicotine,DB00184,0
aspirin,N/A,somatropin,N/A,0
aspirin,N/A,tamoxifen,DB00675,0
barbiturates,N/A,bromocriptine,DB01200,0
barbiturates,N/A,calcium,DB01373,0
barbiturates,N/A,corticotropin,DB01285,0
barbiturates,N/A,cyclosporine,DB00091,0
barbiturates,N/A,dantrolene,DB01219,0
barbiturates,N/A,nicotine,DB00184,0
barbiturates,N/A,somatropin,N/A,0
barbiturates,N/A,tamoxifen,DB00675,0
barbiturates,N/A,warfarin,DB00682,0
bromocriptine,DB01200,calcium,DB01373,0
bromocriptine,DB01200,corticosteroids,N/A,0
bromocriptine,DB01200,corticotropin,DB01285,0
bromocriptine,DB01200,cyclosporine,DB00091,0
bromocriptine,DB01200,dantrolene,DB01219,0
bromocriptine,DB01200,nicotine,DB00184,0
bromocriptine,DB01200,somatropin,N/A,0
bromocriptine,DB01200,tamoxifen,DB00675,0
bromocriptine,DB01200,warfarin,DB00682,0
calcium,DB01373,corticosteroids,N/A,0
calcium,DB01373,corticotropin,DB01285,0
calcium,DB01373,cyclosporine,DB00091,0
calcium,DB01373,dantrolene,DB01219,0
calcium,DB01373,nicotine,DB00184,0
calcium,DB01373,somatropin,N/A,0
calcium,DB01373,tamoxifen,DB00675,0
calcium,DB01373,warfarin,DB00682,0
corticosteroids,N/A,corticotropin,DB01285,0
corticosteroids,N/A,dantrolene,DB01219,0
corticosteroids,N/A,nicotine,DB00184,0
corticosteroids,N/A,tamoxifen,DB00675,0
corticotropin,DB01285,cyclosporine,DB00091,0
corticotropin,DB01285,dantrolene,DB01219,0
corticotropin,DB01285,nicotine,DB00184,0
corticotropin,DB01285,somatropin,N/A,0
corticotropin,DB01285,tamoxifen,DB00675,0
corticotropin,DB01285,warfarin,DB00682,0
cyclosporine,DB00091,dantrolene,DB01219,0
cyclosporine,DB00091,nicotine,DB00184,0
cyclosporine,DB00091,somatropin,N/A,0
cyclosporine,DB00091,tamoxifen,DB00675,0
cyclosporine,DB00091,warfarin,DB00682,0
dantrolene,DB01219,nicotine,DB00184,0
dantrolene,DB01219,somatropin,N/A,0
dantrolene,DB01219,tamoxifen,DB00675,0
dantrolene,DB01219,warfarin,DB00682,0
nicotine,DB00184,somatropin,N/A,0
nicotine,DB00184,tamoxifen,DB00675,0
nicotine,DB00184,warfarin,DB00682,0
somatropin,N/A,tamoxifen,DB00675,0
somatropin,N/A,warfarin,DB00682,0
tamoxifen,DB00675,warfarin,DB00682,0
anesthetics,N/A,antianxiety drugs,N/A,0
anesthetics,N/A,opiate analgesics,N/A,0
sedatives,N/A,antianxiety drugs,N/A,0
sedatives,N/A,opiate analgesics,N/A,0
antianxiety drugs,N/A,hypnotics,N/A,0
antianxiety drugs,N/A,alcohol,N/A,0
antianxiety drugs,N/A,opiate analgesics,N/A,0
hypnotics,N/A,opiate analgesics,N/A,0
alcohol,N/A,opiate analgesics,N/A,0
opioids,N/A,central nervous system depressants,N/A,0
central nervous system depressants,N/A,heroin,N/A,1
heroin,N/A,central nervous system depressants,N/A,1
heroin,N/A,alcohol,N/A,1
heroin,N/A,benzodiazepines,N/A,1
heroin,N/A,diazepam,DB00829,1
heroin,N/A,valium,N/A,1
heroin,N/A,methadone,DB00333,1
central nervous system depressants,N/A,diazepam,DB00829,0
central nervous system depressants,N/A,valium,N/A,0
central nervous system depressants,N/A,methadone,DB00333,0
alcohol,N/A,benzodiazepines,N/A,0
alcohol,N/A,valium,N/A,0
alcohol,N/A,methadone,DB00333,0
benzodiazepines,N/A,valium,N/A,0
benzodiazepines,N/A,methadone,DB00333,0
diazepam,DB00829,valium,N/A,0
valium,N/A,methadone,DB00333,0
benzodiazepines,N/A,heroin,N/A,0
cocaine,DB00907,heroin,N/A,1
cholestyramine,DB01432,cholestytamine,N/A,0
cholestyramine,DB01432,diuretic,N/A,0
colestipol,DB00375,cholestytamine,N/A,0
colestipol,DB00375,colestipol,DB00375,0
resins,N/A,cholestytamine,N/A,0
resins,N/A,colestipol,DB00375,0
resins,N/A,resins,N/A,0
resins,N/A,thiazide diuretics,N/A,0
resins,N/A,diuretic,N/A,0
cholestytamine,N/A,colestipol,DB00375,0
cholestytamine,N/A,resins,N/A,0
cholestytamine,N/A,thiazide diuretics,N/A,1
cholestytamine,N/A,diuretic,N/A,0
lithium,N/A,chlorothiazide,DB00880,1
chlorothiazide,DB00880,non-steroidal anti-inflammatory agents,N/A,1
chlorothiazide,DB00880,diuretic,N/A,0
pah,N/A,sulfonamides,N/A,1
pah,N/A,procaine,DB00721,1
pah,N/A,thiazolesulfone,N/A,1
sulfonamides,N/A,procaine,DB00721,0
sulfonamides,N/A,thiazolesulfone,N/A,0
procaine,DB00721,thiazolesulfone,N/A,0
probenecid,DB01032,pah,N/A,1
probenecid,DB01032,pah,N/A,1
antidiabetic agents,N/A,velcade,N/A,1
antidiabetic agents,N/A,antidiabetic medication,N/A,0
velcade,N/A,antidiabetic medication,N/A,0
antihistamines,N/A,tricyclic antidepressants,N/A,1
antihistamines,N/A,barbiturates,N/A,1
sympathomimetic amines,N/A,reserpine,DB00206,1
sympathomimetic amines,N/A,veratrum alkaloids,N/A,1
sympathomimetic amines,N/A,methyldopa,DB00968,1
sympathomimetic amines,N/A,mecamylamine,DB00657,1
reserpine,DB00206,methyldopa,DB00968,0
reserpine,DB00206,mecamylamine,DB00657,0
veratrum alkaloids,N/A,methyldopa,DB00968,0
veratrum alkaloids,N/A,mecamylamine,DB00657,0
sympathomimetics,N/A,mao inhibitors,N/A,1
sympathomimetics,N/A,beta adrenergic blockers,N/A,1
mao inhibitors,N/A,beta adrenergic blockers,N/A,0
beta blocker,N/A,propranolol,DB00571,0
halofantrine,DB01218,mefloquine,DB00358,1
mefloquine,DB00358,quinine,DB00468,1
mefloquine,DB00358,quinidine,DB00908,1
mefloquine,DB00358,chloroquine,DB00608,1
quinine,DB00468,chloroquine,DB00608,0
quinidine,DB00908,chloroquine,DB00608,0
mefloquine,DB00358,anti-arrhythmic,N/A,1
mefloquine,DB00358,beta-adrenergic blocking agents,N/A,1
mefloquine,DB00358,calcium channel blockers,N/A,1
mefloquine,DB00358,antihistamines,N/A,1
mefloquine,DB00358,h1-blocking agents,N/A,1
mefloquine,DB00358,tricyclic antidepressants,N/A,1
mefloquine,DB00358,phenothiazines,N/A,1
anti-arrhythmic,N/A,beta-adrenergic blocking agents,N/A,0
anti-arrhythmic,N/A,calcium channel blockers,N/A,0
anti-arrhythmic,N/A,antihistamines,N/A,0
anti-arrhythmic,N/A,h1-blocking agents,N/A,0
anti-arrhythmic,N/A,tricyclic antidepressants,N/A,0
anti-arrhythmic,N/A,phenothiazines,N/A,0
beta-adrenergic blocking agents,N/A,calcium channel blockers,N/A,0
beta-adrenergic blocking agents,N/A,antihistamines,N/A,0
beta-adrenergic blocking agents,N/A,h1-blocking agents,N/A,0
beta-adrenergic blocking agents,N/A,tricyclic antidepressants,N/A,0
calcium channel blockers,N/A,antihistamines,N/A,0
calcium channel blockers,N/A,h1-blocking agents,N/A,0
calcium channel blockers,N/A,tricyclic antidepressants,N/A,0
calcium channel blockers,N/A,phenothiazines,N/A,0
antihistamines,N/A,h1-blocking agents,N/A,0
h1-blocking agents,N/A,tricyclic antidepressants,N/A,0
h1-blocking agents,N/A,phenothiazines,N/A,0
anticonvulsant,N/A,valproic acid,DB00313,0
anticonvulsant,N/A,mefloquine,DB00358,1
anticonvulsant,N/A,anticonvulsant,N/A,0
valproic acid,DB00313,carbamazepine,DB00564,0
valproic acid,DB00313,phenobarbital,DB01174,1
valproic acid,DB00313,phenytoin,DB00252,0
valproic acid,DB00313,mefloquine,DB00358,1
valproic acid,DB00313,anticonvulsant,N/A,0
carbamazepine,DB00564,mefloquine,DB00358,1
phenobarbital,DB01174,mefloquine,DB00358,1
phenobarbital,DB01174,anticonvulsant,N/A,0
phenytoin,DB00252,mefloquine,DB00358,1
mefloquine,DB00358,anticonvulsant,N/A,0
mefloquine,DB00358,live typhoid vaccines,N/A,1
mefloquine,DB00358,anticoagulants,N/A,1
sulfadoxine,DB01299,pyrimethamine,DB00205,0
doxil,N/A,doxorubicin hcl,N/A,0
edecrin,N/A,aminoglycoside,N/A,1
edecrin,N/A,cephalosporin antibiotics,N/A,1
aminoglycoside,N/A,cephalosporin antibiotics,N/A,0
ethacrynic acid,N/A,warfarin,DB00682,1
non- steroidal antiinflammatory agent,N/A,loop diuretics,N/A,1
non- steroidal antiinflammatory agent,N/A,potassium- sparing diuretics,N/A,1
non- steroidal antiinflammatory agent,N/A,thiazide diuretics,N/A,1
loop diuretics,N/A,potassium- sparing diuretics,N/A,0
potassium- sparing diuretics,N/A,thiazide diuretics,N/A,0
edecrin,N/A,non- steroidal anti- inflammatory agents,N/A,1
edecrin,N/A,diuretic,N/A,0
non- steroidal anti- inflammatory agents,N/A,diuretic,N/A,0
non-selective mao inhibitors,N/A,tranylcypromine sulfate,N/A,0
non-selective mao inhibitors,N/A,phenelzine sulfate,N/A,0
non-selective mao inhibitors,N/A,pargyline,DB01626,0
non-selective mao inhibitors,N/A,l-tyrosine,N/A,0
non-selective mao inhibitors,N/A,mao inhibitors,N/A,0
tranylcypromine sulfate,N/A,phenelzine sulfate,N/A,0
tranylcypromine sulfate,N/A,l-tyrosine,N/A,0
tranylcypromine sulfate,N/A,mao inhibitors,N/A,0
phenelzine sulfate,N/A,l-tyrosine,N/A,0
phenelzine sulfate,N/A,mao inhibitors,N/A,0
pargyline,DB01626,l-tyrosine,N/A,0
pargyline,DB01626,mao inhibitors,N/A,0
l-tyrosine,N/A,mao inhibitors,N/A,1
caffeine,DB00201,cimetidine,DB00501,0
caffeine,DB00201,ketoconazole,DB01026,0
caffeine,DB00201,phenobarbital,DB01174,0
caffeine,DB00201,phenytoin,DB00252,0
cimetidine,DB00501,caffeine,DB00201,0
cimetidine,DB00501,phenobarbital,DB01174,0
ketoconazole,DB01026,caffeine,DB00201,0
ketoconazole,DB01026,phenobarbital,DB01174,0
caffeine,DB00201,ketoprofen,DB01009,1
auranofin,DB00995,gold medication,N/A,1
auranofin,DB00995,solganal,N/A,1
auranofin,DB00995,myochrysine,N/A,1
gold medication,N/A,solganal,N/A,0
gold medication,N/A,myochrysine,N/A,0
solganal,N/A,myochrysine,N/A,0
auranofin,DB00995,penicillamine,DB00859,1
auranofin,DB00995,depen,N/A,1
auranofin,DB00995,cuprimine,N/A,1
penicillamine,DB00859,depen,N/A,0
penicillamine,DB00859,cuprimine,N/A,0
depen,N/A,cuprimine,N/A,0
nevirapine,DB00238,antithrombotic agent,N/A,0
nevirapine,DB00238,warfarin,DB00682,1
antithrombotic agent,N/A,warfarin,DB00682,0
warfarin,DB00682,nevirapine,DB00238,1
clarithromycin,DB01211,nevirapine,DB00238,1
ethinyl estradiol,N/A,norethindrone,N/A,0
contraceptives,N/A,nevirapine,DB00238,1
nevirapine,DB00238,ketoconazole,DB01026,0
lopinavir,DB01601,ritonavir,DB00503,0
lopinavir,DB01601,nevirapine,DB00238,1
ritonavir,DB00503,nevirapine,DB00238,1
methadone,DB00333,opiate,N/A,0
methadone,DB00333,methadone,DB00333,0
methadone,DB00333,nevirapine,DB00238,1
opiate,N/A,methadone,DB00333,0
opiate,N/A,nevirapine,DB00238,0
opiate,N/A,methadone,DB00333,0
nevirapine,DB00238,methadone,DB00333,0
nelfinavir,DB00220,nevirapine,DB00238,0
nevirapine,DB00238,rifampin,N/A,1
nevirapine,DB00238,nevirapine,DB00238,0
rifampin,N/A,nevirapine,DB00238,0
nevirapine,DB00238,rifabutin,DB00615,0
amiodarone,DB01118,disopyramide,DB00280,0
amiodarone,DB01118,lidocaine,DB00281,0
disopyramide,DB00280,lidocaine,DB00281,0
carbamazepine,DB00564,clonazepam,DB01068,0
carbamazepine,DB00564,ethosuximide,DB00593,0
diltiazem,DB00343,nifedipine,DB01115,0
diltiazem,DB00343,verapamil,DB00661,0
cyclosporin,N/A,tacrolimus,DB00864,0
cyclosporin,N/A,sirolimus,DB00877,0
lapatinib,DB01259,lapatinib,DB01259,0
lapatinib,DB01259,lapatinib,DB01259,0
ketoconazole,DB01026,lapatinib,DB01259,0
ketoconazole,DB01026,lapatinib,DB01259,1
carbamazepine,DB00564,lapatinib,DB01259,0
carbamazepine,DB00564,lapatinib,DB01259,1
tykerb,N/A,lapatinib,DB01259,0
lapatinib,DB01259,capecitabine,DB01101,0
capecitabine,DB01101,capecitabine,DB01101,0
mao inhibitors,N/A,hydralazine,DB01275,1
antihypertensive drugs,N/A,diazoxide,DB01119,1
antihypertensive drugs,N/A,hydralazine,DB01275,1
diazoxide,DB01119,hydralazine,DB01275,1
beta-blockers,N/A,metoprolol,DB00264,0
beta-blockers,N/A,propranolol,DB00571,0
metoprolol,DB00264,propranolol,DB00571,0
propranolol,DB00571,hydralazine,DB01275,1
acebutolol,DB01193,atenolol,DB00335,0
acebutolol,DB01193,nadolol,DB01203,0
atenolol,DB00335,nadolol,DB01203,0
nsaids,N/A,hydralazine,DB01275,1
coumarin-type anticoagulants,N/A,ibuprofen,DB01050,0
coumarin-type anticoagulants,N/A,coumarin-type anticoagulants,N/A,0
ibuprofen,DB01050,coumarin-type anticoagulants,N/A,1
ibuprofen,DB01050,nonsteroidal anti-inflammatory agents,N/A,0
ibuprofen,DB01050,ibuprofen,DB01050,0
ibuprofen,DB01050,anticoagulants,N/A,1
nonsteroidal anti-inflammatory agents,N/A,coumarin-type anticoagulants,N/A,1
nonsteroidal anti-inflammatory agents,N/A,ibuprofen,DB01050,0
nonsteroidal anti-inflammatory agents,N/A,anticoagulants,N/A,0
coumarin-type anticoagulants,N/A,ibuprofen,DB01050,0
coumarin-type anticoagulants,N/A,anticoagulants,N/A,0
aspirin,N/A,nonsteroidal anti-inflammatory agents,N/A,0
aspirin,N/A,ibuprofen,DB01050,0
aspirin,N/A,nonsteroidal anti-inflammatory agents,N/A,1
methotrexate,DB00563,ibuprofen,DB01050,0
methotrexate,DB00563,nonsteroidal anti-inflammatory drugs,N/A,0
ibuprofen,DB01050,nonsteroidal anti-inflammatory drugs,N/A,0
ibuprofen,DB01050,methotrexate,DB00563,1
nonsteroidal anti-inflammatory drugs,N/A,methotrexate,DB00563,1
ibuprofen,DB01050,methotrexate,DB00563,1
ranitidine,DB00863,ibuprofen,DB01050,0
furosemide,DB00695,ibuprofen,DB01050,0
ibuprofen,DB01050,furosemide,DB00695,1
ibuprofen,DB01050,thiazides,N/A,1
ibuprofen,DB01050,diuretic,N/A,0
lithium,N/A,ibuprofen,DB01050,0
ibuprofen,DB01050,lithium,N/A,0
ibuprofen,DB01050,lithium,N/A,0
carbamazepine,DB00564,suprax,N/A,0
carbamazepine,DB00564,suprax,N/A,1
warfarin,DB00682,anticoagulants,N/A,0
warfarin,DB00682,cefixime,DB00671,1
anticoagulants,N/A,cefixime,DB00671,1
beta-blockers,N/A,adrenergic beta-receptor blockers,N/A,0
beta-blockers,N/A,nicardipine hcl,N/A,0
adrenergic beta-receptor blockers,N/A,nicardipine hcl,N/A,0
cimetidine,DB00501,nicardipine hcl,N/A,1
digoxin,DB00390,calcium blockers,N/A,0
digoxin,DB00390,digitalis preparations,N/A,0
calcium blockers,N/A,digitalis preparations,N/A,1
nicardipine hcl,N/A,digoxin,DB00390,0
nicardipine hcl,N/A,nicardipine hcl,N/A,0
digoxin,DB00390,nicardipine hcl,N/A,1
maalox,N/A,maalox tc,N/A,0
maalox,N/A,nicardipine hcl,N/A,0
maalox tc,N/A,nicardipine hcl,N/A,0
cyclosporine,DB00091,nicardipine,DB00622,0
nicardipine,DB00622,cyclosporine,DB00091,0
furosemide,DB00695,dipyridamole,DB00975,0
furosemide,DB00695,nicardipine hcl,N/A,0
propranolol,DB00571,dipyridamole,DB00975,0
propranolol,DB00571,quinidine,DB00908,0
propranolol,DB00571,nicardipine hcl,N/A,0
dipyridamole,DB00975,warfarin,DB00682,0
dipyridamole,DB00975,quinidine,DB00908,0
dipyridamole,DB00975,naproxen,DB00788,0
dipyridamole,DB00975,nicardipine hcl,N/A,0
warfarin,DB00682,quinidine,DB00908,0
warfarin,DB00682,nicardipine hcl,N/A,0
quinidine,DB00908,naproxen,DB00788,0
quinidine,DB00908,nicardipine hcl,N/A,0
naproxen,DB00788,nicardipine hcl,N/A,0
esomeprazole,DB00736,phenytoin,DB00252,0
esomeprazole,DB00736,warfarin,DB00682,0
esomeprazole,DB00736,quinidine,DB00908,0
esomeprazole,DB00736,clarithromycin,DB01211,0
esomeprazole,DB00736,amoxicillin,DB01060,0
phenytoin,DB00252,amoxicillin,DB01060,0
warfarin,DB00682,amoxicillin,DB01060,0
quinidine,DB00908,clarithromycin,DB01211,0
quinidine,DB00908,amoxicillin,DB01060,0
clarithromycin,DB01211,amoxicillin,DB01060,0
warfarin,DB00682,esomeprazole,DB00736,0
proton pump inhibitors,N/A,warfarin,DB00682,1
esomeprazole,DB00736,esomeprazole,DB00736,0
esomeprazole,DB00736,diazepam,DB00829,0
esomeprazole,DB00736,ketoconazole,DB01026,1
esomeprazole,DB00736,iron,DB01592,1
esomeprazole,DB00736,digoxin,DB00390,1
contraceptives,N/A,diazepam,DB00829,0
contraceptives,N/A,esomeprazole,DB00736,0
diazepam,DB00829,phenytoin,DB00252,0
diazepam,DB00829,quinidine,DB00908,0
diazepam,DB00829,esomeprazole,DB00736,0
phenytoin,DB00252,esomeprazole,DB00736,0
quinidine,DB00908,esomeprazole,DB00736,0
clarithromycin,DB01211,pimozide,DB01100,1
