Drug1,Drug2,Interaction
cardiac glycosides,loop diuretics,0
cardiac glycosides,potassium sparing diuretics,0
cardiac glycosides,thiazide diuretics,0
nitrates,sulphonylureas,0
nitrates,loop diuretics,0
nitrates,potassium sparing diuretics,0
nitrates,thiazide diuretics,0
sulphonylureas,loop diuretics,0
sulphonylureas,potassium sparing diuretics,0
sulphonylureas,thiazide diuretics,0
dofetilide,thiazide diuretics,1
ranitidine,alendronate,1
calcium,multivalent cations,0
calcium,alendronate,1
multivalent cations,alendronate,1
celecoxib,fluconazole,1
celecoxib,lithium,1
fluconazole,lithium,0
nonsteroidal anti-inflammatory drugs,ACE inhibitors,1
celecoxib,glyburide,0
celecoxib,ketoconazole,0
celecoxib,methotrexate,0
celecoxib,phenytoin,0
celecoxib,tolbutamide,0
celecoxib,warfarin,0
glyburide,ketoconazole,0
glyburide,methotrexate,0
ketoconazole,methotrexate,0
ketoconazole,tolbutamide,0
ketoconazole,warfarin,0
methotrexate,phenytoin,0
methotrexate,tolbutamide,0
methotrexate,warfarin,0
CELEBREX,ACE-inhibitors,1
Aspirin,CELEBREX,0
CELEBREX,aspirin,0
aspirin,CELEBREX,0
CELEBREX,CELEBREX,0
Fluconazole,celecoxib,0
fluconazole,celecoxib,1
CELEBREX,fluconazole,1
Lithium,CELEBREX,0
lithium,CELEBREX,1
CELEBREX,lithium,0
Methotrexate,CELEBREX,0
methotrexate,CELEBREX,0
CELEBREX,methotrexate,0
Warfarin,celecoxib,0
CELEBREX,warfarin,1
Medroxyprogesterone Acetate,L-histidine,0
Medroxyprogesterone Acetate,medroxyprogesterone acetate,0
L-histidine,medroxyprogesterone acetate,1
H1 Blockers,H2 Blockers,0
H1 Blockers,L-histidine,0
H1 Blockers,H1 blockers,0
H1 Blockers,H2 blockers,0
H2 Blockers,L-histidine,0
H2 Blockers,H1 blockers,0
H2 Blockers,H2 blockers,0
L-histidine,H1 blockers,1
L-histidine,H2 blockers,1
H1 blockers,H2 blockers,0
quinolones,anticoagulant,0
theophylline,caffeine,0
theophylline,anticoagulant,0
theophylline,cyclosporine,0
caffeine,anticoagulant,0
caffeine,warfarin,0
caffeine,cyclosporine,0
anticoagulant,cyclosporine,0
Cimetidine,vardenafil,0
Cimetidine,Vardenafil,0
vardenafil,vardenafil,0
vardenafil,Vardenafil,0
Erythromycin,vardenafil,1
Erythromycin,Vardenafil,0
Vardenafil,erythromycin,1
Ketoconazole,vardenafil,1
Ketoconazole,Vardenafil,0
Vardenafil,ketoconazole,1
ketoconazole,Vardenafil,0
HIV Protease Inhibitors,Indinavir,0
HIV Protease Inhibitors,Vardenafil,0
HIV Protease Inhibitors,vardenafil,0
Indinavir,Vardenafil,1
Indinavir,vardenafil,0
Vardenafil,vardenafil,0
Ritonavir,Vardenafil,0
Ritonavir,vardenafil,1
vardenafil,ritonavir,1
Vardenafil,ritonavir,0
vardenafil,glyburide,0
vardenafil,warfarin,0
vardenafil,digoxin,0
vardenafil,Maalox,0
vardenafil,ranitidine,0
glyburide,Maalox,0
warfarin,Maalox,0
warfarin,ranitidine,0
digoxin,Maalox,0
Maalox,ranitidine,0
warfarin,vardenafil,0
Nitrates,vardenafil,0
Nitrates,Vardenafil,0
nitrates,vardenafil,1
nitrates,Vardenafil,0
Vardenafil,NTG,0
Vardenafil,nitrates,1
Nifedipine,Vardenafil,0
Nifedipine,nifedipine,0
Vardenafil,nifedipine,0
nifedipine,Vardenafil,1
Alpha-blockers,Vardenafil,0
Alpha-blockers,terazosin,0
Vardenafil,terazosin,1
Vardenafil,Vardenafil,0
terazosin,Vardenafil,0
tamsulosin,Vardenafil,0
tamsulosin,tamsulosin,0
Vardenafil,tamsulosin,1
Vardenafil,alpha-blockers,0
Vardenafil,alpha-blocker,1
Ritonavir,indinavir,0
indinavir,Vardenafil,0
Alcohol,Alcohol,0
Alcohol,vardenafil,0
Vardenafil,alcohol,0
Aspirin,Vardenafil,0
Vardenafil,aspirin,0
Vardenafil,glyburide,0
Vardenafil,warfarin,0
Ketoconazole,Itraconazole,0
Ketoconazole,Macrolides,0
Ketoconazole,Erythromycin,0
Itraconazole,Macrolides,0
Itraconazole,Erythromycin,0
Macrolides,Erythromycin,0
docetaxel,cyclosporine,1
docetaxel,terfenadine,1
docetaxel,ketoconazole,1
docetaxel,erythromycin,1
docetaxel,troleandomycin,1
cyclosporine,ketoconazole,0
cyclosporine,troleandomycin,0
terfenadine,ketoconazole,0
terfenadine,troleandomycin,0
Probenecid,loracarbef,0
b-lactam antibiotics,loracarbef,0
loracarbef,probenecid,1
loracarbef,loracarbef,0
probenecid,loracarbef,0
antipyrine,digoxin,0
antipyrine,theophylline,0
antipyrine,warfarin,0
digoxin,theophylline,0
finasteride,acetaminophen,0
finasteride,acetylsalicylic acid,0
finasteride,analgesics,0
finasteride,angiotensin-converting enzyme (ACE) inhibitors,0
finasteride,anticonvulsants,0
finasteride,benzodiazepines,0
finasteride,beta blockers,0
finasteride,calcium-channel blockers,0
finasteride,nitrates,0
finasteride,diuretics,0
finasteride,H2 antagonists,0
finasteride,HMG-CoA reductase inhibitors,0
finasteride,prostaglandin synthetase inhibitors,0
finasteride,NSAIDs,0
finasteride,quinolone anti-infectives,0
acetaminophen,acetylsalicylic acid,0
acetaminophen,analgesics,0
acetaminophen,angiotensin-converting enzyme (ACE) inhibitors,0
acetaminophen,beta blockers,0
acetaminophen,calcium-channel blockers,0
acetaminophen,nitrates,0
acetaminophen,diuretics,0
acetaminophen,H2 antagonists,0
acetaminophen,HMG-CoA reductase inhibitors,0
acetaminophen,prostaglandin synthetase inhibitors,0
acetaminophen,NSAIDs,0
acetaminophen,quinolone anti-infectives,0
acetylsalicylic acid,analgesics,0
acetylsalicylic acid,angiotensin-converting enzyme (ACE) inhibitors,0
acetylsalicylic acid,anticonvulsants,0
acetylsalicylic acid,benzodiazepines,0
acetylsalicylic acid,beta blockers,0
acetylsalicylic acid,calcium-channel blockers,0
acetylsalicylic acid,nitrates,0
acetylsalicylic acid,diuretics,0
acetylsalicylic acid,H2 antagonists,0
acetylsalicylic acid,HMG-CoA reductase inhibitors,0
acetylsalicylic acid,prostaglandin synthetase inhibitors,0
acetylsalicylic acid,quinolone anti-infectives,0
analgesics,angiotensin-converting enzyme (ACE) inhibitors,0
analgesics,anticonvulsants,0
analgesics,benzodiazepines,0
analgesics,beta blockers,0
analgesics,calcium-channel blockers,0
analgesics,nitrates,0
analgesics,diuretics,0
analgesics,H2 antagonists,0
analgesics,HMG-CoA reductase inhibitors,0
analgesics,prostaglandin synthetase inhibitors,0
analgesics,NSAIDs,0
analgesics,quinolone anti-infectives,0
angiotensin-converting enzyme (ACE) inhibitors,anticonvulsants,0
angiotensin-converting enzyme (ACE) inhibitors,benzodiazepines,0
angiotensin-converting enzyme (ACE) inhibitors,beta blockers,0
angiotensin-converting enzyme (ACE) inhibitors,calcium-channel blockers,0
angiotensin-converting enzyme (ACE) inhibitors,nitrates,0
angiotensin-converting enzyme (ACE) inhibitors,diuretics,0
angiotensin-converting enzyme (ACE) inhibitors,H2 antagonists,0
angiotensin-converting enzyme (ACE) inhibitors,HMG-CoA reductase inhibitors,0
angiotensin-converting enzyme (ACE) inhibitors,prostaglandin synthetase inhibitors,0
angiotensin-converting enzyme (ACE) inhibitors,NSAIDs,0
angiotensin-converting enzyme (ACE) inhibitors,quinolone anti-infectives,0
anticonvulsants,benzodiazepines,0
anticonvulsants,beta blockers,0
anticonvulsants,calcium-channel blockers,0
anticonvulsants,nitrates,0
anticonvulsants,diuretics,0
anticonvulsants,H2 antagonists,0
anticonvulsants,HMG-CoA reductase inhibitors,0
anticonvulsants,prostaglandin synthetase inhibitors,0
anticonvulsants,NSAIDs,0
anticonvulsants,quinolone anti-infectives,0
benzodiazepines,beta blockers,0
benzodiazepines,calcium-channel blockers,0
benzodiazepines,nitrates,0
benzodiazepines,diuretics,0
benzodiazepines,H2 antagonists,0
benzodiazepines,prostaglandin synthetase inhibitors,0
benzodiazepines,NSAIDs,0
benzodiazepines,quinolone anti-infectives,0
beta blockers,calcium-channel blockers,0
beta blockers,diuretics,0
beta blockers,H2 antagonists,0
beta blockers,HMG-CoA reductase inhibitors,0
beta blockers,prostaglandin synthetase inhibitors,0
beta blockers,NSAIDs,0
beta blockers,quinolone anti-infectives,0
calcium-channel blockers,nitrates,0
calcium-channel blockers,H2 antagonists,0
calcium-channel blockers,HMG-CoA reductase inhibitors,0
calcium-channel blockers,prostaglandin synthetase inhibitors,0
calcium-channel blockers,quinolone anti-infectives,0
nitrates,diuretics,0
nitrates,H2 antagonists,0
nitrates,HMG-CoA reductase inhibitors,0
nitrates,prostaglandin synthetase inhibitors,0
nitrates,NSAIDs,0
nitrates,quinolone anti-infectives,0
diuretics,H2 antagonists,0
diuretics,HMG-CoA reductase inhibitors,0
diuretics,prostaglandin synthetase inhibitors,0
diuretics,quinolone anti-infectives,0
H2 antagonists,HMG-CoA reductase inhibitors,0
H2 antagonists,prostaglandin synthetase inhibitors,0
H2 antagonists,NSAIDs,0
H2 antagonists,quinolone anti-infectives,0
HMG-CoA reductase inhibitors,prostaglandin synthetase inhibitors,0
HMG-CoA reductase inhibitors,NSAIDs,0
HMG-CoA reductase inhibitors,quinolone anti-infectives,0
prostaglandin synthetase inhibitors,NSAIDs,0
prostaglandin synthetase inhibitors,quinolone anti-infectives,0
NSAIDs,quinolone anti-infectives,0
PROPECIA,finasteride,0
PROSCAR,finasteride,0
Antipsychotic drugs,phenothiazines,0
Antipsychotic drugs,haloperidol,0
Anticoagulants,Thyroid hormones,0
anticoagulants,thyroid,1
Insulin,Hypoglycemics,0
Insulin,hypoglycemic,0
Hypoglycemics,hypoglycemic,0
insulin,hypoglycemic,0
insulin,hypoglycemics,0
Cholestyramine,T4,1
Cholestyramine,T3,1
Cholestyramine,thyroid hormones,0
T4,T3,0
T4,thyroid hormones,0
T3,thyroid hormones,0
cholestyramine,thyroid hormones,1
Estrogen,Contraceptives,0
Estrogen,Estrogens,0
Contraceptives,Estrogens,0
levothyroxine,estrogens,1
levothyroxine,thyroid,0
estrogens,thyroid,0
thyroid,estrogens,1
thyroid,estrogen,0
thyroid,contraceptives,1
estrogens,estrogen,0
Tricyclic Antidepressants,thyroid products,0
Tricyclic Antidepressants,imipramine,0
thyroid products,imipramine,1
thyroid products,tricyclic antidepressants,1
imipramine,tricyclic antidepressants,0
Digitalis,Thyroid preparations,0
Thyroid preparations,digitalis,1
Ketamine,thyroid preparation,0
Ketamine,anesthetic,0
thyroid preparation,anesthetic,1
Vasopressor,Thyroxine,0
Vasopressor,epinephrine,0
Vasopressor,norepinephrine,0
Thyroxine,epinephrine,1
Thyroxine,norepinephrine,1
thyroid hormone,androgens,0
thyroid hormone,corticosteroids,0
thyroid hormone,estrogens,0
thyroid hormone,contraceptives,0
thyroid hormone,iodine,0
thyroid hormone,salicylates,0
androgens,corticosteroids,0
androgens,contraceptives,0
androgens,iodine,0
androgens,salicylates,0
corticosteroids,iodine,0
corticosteroids,salicylates,0
estrogens,estrogens,0
estrogens,iodine,0
contraceptives,iodine,0
contraceptives,salicylates,0
iodine,salicylates,0
androgen,corticosteroid,0
antacids,lactulose,0
lactulose,lactulose,0
FLUDARA,pentostatin,1
Anafranil,MAO inhibitors,1
Anafranil,anticholinergic,1
Anafranil,sympathomimetic drugs,1
tricyclic antidepressants,guanethidine,1
tricyclic antidepressants,CMI,0
guanethidine,clonidine,0
guanethidine,CMI,0
guanethidine,tricyclic antidepressants,0
clonidine,CMI,0
clonidine,tricyclic antidepressants,0
CMI,tricyclic antidepressants,0
CMI,haloperidol,1
tricyclic antidepressants,methylphenidate,1
tricyclic antidepressants,phenytoin,1
methylphenidate,cimetidine,0
methylphenidate,fluoxetine,0
methylphenidate,barbiturates,0
methylphenidate,CMI,1
cimetidine,barbiturates,0
cimetidine,CMI,1
fluoxetine,barbiturates,0
fluoxetine,phenytoin,0
fluoxetine,CMI,1
barbiturates,CMI,1
phenytoin,CMI,1
CMI,phenobarbital,1
selective serotonin reuptake inhibitors,fluvoxamine,0
sertraline,fluvoxamine,0
paroxetine,fluvoxamine,0
Fluvoxamine,TCA,1
TCA,fluoxetine,1
tricyclic antidepressant class,Anafranil,0
tricyclic antidepressant class,tricyclic antidepressant agent,0
Anafranil,tricyclic antidepressant agent,0
TCA,tricyclic antidepressant class,0
TCA,Anafranil,0
Anafranil,Anafranil,0
Anafranil,warfarin,1
Anafranil,digoxin,1
Digitalis,Bretylium Tosylate,1
catecholamines,dopamine,0
catecholamines,norepinephrine,0
catecholamines,Bretylium Tosylate,1
dopamine,norepinephrine,0
dopamine,Bretylium Tosylate,1
norepinephrine,Bretylium Tosylate,1
lidocaine,Bretylium Tosylate,0
Isoflurane,muscle relaxants,1
Isoflurane,nondepolarizing muscle relaxants,1
muscle relaxants,nondepolarizing muscle relaxants,0
Barbiturates,contraceptives,1
Barbiturates,antibiotics,1
Barbiturates,quinidine,1
Barbiturates,theophylline,1
Barbiturates,corticosteroids,1
Barbiturates,anticoagulants,1
Barbiturates,beta blockers,1
contraceptives,antibiotics,0
contraceptives,anticoagulants,0
antibiotics,corticosteroids,0
antibiotics,anticoagulants,0
antibiotics,beta blockers,0
quinidine,corticosteroids,0
quinidine,anticoagulants,0
quinidine,beta blockers,0
theophylline,corticosteroids,0
theophylline,anticoagulants,0
theophylline,beta blockers,0
corticosteroids,beta blockers,0
dopamine,dopamine,0
MAO inhibitors,dopamine HCl,0
dopamine HCl,dopamine HCl,0
dopamine HCl,diuretic agents,1
dopamine,beta-adrenergic blocking agents,1
dopamine,propranolol,1
dopamine,metoprolol,1
beta-adrenergic blocking agents,propranolol,0
beta-adrenergic blocking agents,metoprolol,0
dopamine HCl,alpha-adrenergic blocking agents,1
Dopamine,alpha-adrenergic blocking agents,0
Dopamine,beta-adrenergic blocking agents,0
alpha-adrenergic blocking agents,beta-adrenergic blocking agents,0
Butyrophenones,haloperidol,0
Butyrophenones,phenothiazines,0
Butyrophenones,dopamine,1
haloperidol,dopamine,1
phenothiazines,dopamine,1
Cyclopropane,halogenated hydrocarbon anesthetics,0
Cyclopropane,catecholamines,1
Cyclopropane,dopamine,1
halogenated hydrocarbon anesthetics,catecholamines,1
halogenated hydrocarbon anesthetics,dopamine,1
dopamine HCl,cyclopropane,1
dopamine HCl,halogenated hydrocarbon anesthetics,1
cyclopropane,halogenated hydrocarbon anesthetics,0
vasopressor,ergonovine,0
vasopressor,oxytocic drugs,1
ergonovine,oxytocic drugs,1
phenytoin,dopamine HCl,1
dopamine HCl,phenytoin,1
dopamine HCl,anticonvulsant,0
ethambutol,aluminum hydroxide,1
ethambutol,antacid,0
ethambutol,ethambutol,0
ethambutol,antacid products,0
aluminum hydroxide,ethambutol,0
aluminum hydroxide,antacid products,0
antacid,ethambutol,0
antacid,antacid products,0
ethambutol,antacids,0
antacids,ethambutol,0
anticholinergic,AKINETON,0
anticholinergic,narcotic analgesics,1
anticholinergic,meperidine,1
anticholinergic,phenothiazines,1
anticholinergic,antipsychotics,1
anticholinergic,tricyclic antidepressants,1
anticholinergic,antiarrhythmics,1
anticholinergic,quinidine,1
anticholinergic,antihistamines,1
AKINETON,narcotic analgesics,1
AKINETON,meperidine,1
AKINETON,phenothiazines,1
AKINETON,antipsychotics,1
AKINETON,tricyclic antidepressants,1
AKINETON,antiarrhythmics,1
AKINETON,quinidine,1
AKINETON,antihistamines,1
narcotic analgesics,meperidine,0
narcotic analgesics,antipsychotics,0
narcotic analgesics,tricyclic antidepressants,0
narcotic analgesics,antiarrhythmics,0
narcotic analgesics,quinidine,0
narcotic analgesics,antihistamines,0
meperidine,phenothiazines,0
meperidine,antipsychotics,0
meperidine,tricyclic antidepressants,0
meperidine,antiarrhythmics,0
meperidine,quinidine,0
meperidine,antihistamines,0
phenothiazines,antipsychotics,0
phenothiazines,antiarrhythmics,0
antipsychotics,tricyclic antidepressants,0
antipsychotics,antiarrhythmics,0
antipsychotics,quinidine,0
antipsychotics,antihistamines,0
tricyclic antidepressants,antiarrhythmics,0
antiarrhythmics,quinidine,0
antiarrhythmics,antihistamines,0
Fentanyl,DURAGESIC,0
fentanyl,ritonavir,1
fentanyl,ketoconazole,1
fentanyl,itraconazole,1
fentanyl,troleandomycin,1
fentanyl,clarithromycin,1
fentanyl,nelfinavir,1
fentanyl,fentanyl,0
ritonavir,ketoconazole,0
ritonavir,itraconazole,0
ritonavir,fentanyl,0
ketoconazole,fentanyl,0
itraconazole,fentanyl,0
troleandomycin,clarithromycin,0
troleandomycin,fentanyl,0
clarithromycin,fentanyl,0
nelfinavir,fentanyl,0
diltiazem,fentanyl,0
erythromycin,fentanyl,0
Central Nervous System Depressants,DURAGESIC,0
Central Nervous System Depressants,fentanyl,0
Central Nervous System Depressants,central nervous system depressants,0
Central Nervous System Depressants,opioids,0
Central Nervous System Depressants,sedatives,0
Central Nervous System Depressants,hypnotics,0
Central Nervous System Depressants,tranquilizers,0
Central Nervous System Depressants,benzodiazepines,0
Central Nervous System Depressants,anesthetics,0
Central Nervous System Depressants,phenothiazines,0
Central Nervous System Depressants,skeletal muscle relaxants,0
Central Nervous System Depressants,alcohol,0
DURAGESIC,fentanyl,0
DURAGESIC,central nervous system depressants,1
DURAGESIC,opioids,1
DURAGESIC,sedatives,1
DURAGESIC,hypnotics,1
DURAGESIC,tranquilizers,1
DURAGESIC,benzodiazepines,1
DURAGESIC,anesthetics,1
DURAGESIC,phenothiazines,1
DURAGESIC,skeletal muscle relaxants,1
DURAGESIC,alcohol,1
fentanyl,central nervous system depressants,1
fentanyl,opioids,1
fentanyl,sedatives,1
fentanyl,hypnotics,1
fentanyl,tranquilizers,1
fentanyl,benzodiazepines,1
fentanyl,anesthetics,1
fentanyl,phenothiazines,1
fentanyl,skeletal muscle relaxants,1
fentanyl,alcohol,1
opioids,hypnotics,0
opioids,benzodiazepines,0
opioids,alcohol,0
sedatives,alcohol,0
hypnotics,alcohol,0
tranquilizers,phenothiazines,0
benzodiazepines,anesthetics,0
benzodiazepines,skeletal muscle relaxants,0
skeletal muscle relaxants,alcohol,0
MAO Inhibitors,DURAGESIC,0
MAO Inhibitors,MAOI,0
MAO Inhibitors,opioid analgesics,0
DURAGESIC,MAOI,1
DURAGESIC,MAO inhibitors,0
DURAGESIC,opioid analgesics,0
MAOI,MAO inhibitors,0
MAOI,opioid analgesics,0
MAO inhibitors,opioid analgesics,1
CASODEX,coumarin anticoagulant,1
CASODEX,warfarin,1
coumarin anticoagulant,warfarin,0
CASODEX,coumarin anticoagulants,1
CASODEX,anticoagulant,1
coumarin anticoagulants,anticoagulant,0
anesthetic solutions,phenothiazines,1
epinephrine,phenothiazines,1
norepinephrine,phenothiazines,1
monoamine oxidase inhibitors,phenothiazines,0
chloroprocaine,sulfonamide drug,1
anticholinergic drugs,amantadine,0
anticholinergic drugs,antiarrhythmic agents,0
anticholinergic drugs,quinidine,0
anticholinergic drugs,antihistamines,0
anticholinergic drugs,antipsychotic agents,0
anticholinergic drugs,phenothiazines,0
anticholinergic drugs,benzodiazepines,0
amantadine,antiarrhythmic agents,0
amantadine,quinidine,0
amantadine,antipsychotic agents,0
amantadine,benzodiazepines,0
antiarrhythmic agents,quinidine,0
antiarrhythmic agents,antihistamines,0
antiarrhythmic agents,antipsychotic agents,0
antiarrhythmic agents,phenothiazines,0
antiarrhythmic agents,benzodiazepines,0
quinidine,antipsychotic agents,0
quinidine,benzodiazepines,0
antihistamines,antipsychotic agents,0
antihistamines,phenothiazines,0
antihistamines,benzodiazepines,0
antipsychotic agents,phenothiazines,0
antipsychotic agents,benzodiazepines,0
phenothiazines,benzodiazepines,0
MAO inhibitors,narcotic analgesics,0
MAO inhibitors,meperidine,0
MAO inhibitors,nitrates,0
MAO inhibitors,nitrites,0
MAO inhibitors,sympathomimetic agents,0
narcotic analgesics,nitrates,0
narcotic analgesics,nitrites,0
narcotic analgesics,sympathomimetic agents,0
meperidine,nitrates,0
meperidine,nitrites,0
meperidine,sympathomimetic agents,0
nitrates,nitrites,0
nitrates,sympathomimetic agents,0
nitrates,tricyclic antidepressants,0
nitrites,sympathomimetic agents,0
nitrites,tricyclic antidepressants,0
sympathomimetic agents,tricyclic antidepressants,0
Anticholinergics,antiglaucoma agents,0
Anticholinergic agents,digoxin,1
Anticholinergic drugs,metoclopramide,1
antacids,anticholinergic agents,1
ENBREL,methotrexate,0
ENBREL,anakinra,1
ENBREL,ENBREL,0
anakinra,ENBREL,0
sulfasalazine,ENBREL,0
sulfasalazine,sulfasalazine,0
ENBREL,sulfasalazine,0
nabumetone,warfarin,1
nabumetone,NSAIDs,0
aluminum,6MNA,0
antacid,6MNA,0
Antacids,cefdinir,0
Antacids,Maalox TC,0
aluminum,cefdinir,0
aluminum,Maalox TC,0
magnesium,cefdinir,0
magnesium,Maalox TC,0
cefdinir,Maalox TC,1
cefdinir,antacid,0
cefdinir,cefdinir,0
antacid,cefdinir,0
antacids,OMNICEF,0
OMNICEF,OMNICEF,0
OMNICEF,antacid,1
Probenecid,cefdinir,0
b-lactam antibiotics,cefdinir,0
probenecid,cefdinir,0
Iron Supplements,Iron,0
Iron Supplements,cefdinir,0
Iron Supplements,iron supplement,0
Iron Supplements,iron,0
Iron Supplements,vitamins,0
Iron,cefdinir,0
Iron,iron supplement,0
Iron,iron,0
Iron,vitamins,0
cefdinir,iron supplement,0
cefdinir,iron,1
cefdinir,vitamins,0
iron supplement,vitamins,0
iron,vitamins,0
vitamins,iron,0
iron supplements,OMNICEF,1
